SMILES,MaxSim,MolWt,LogP,TPSA,HDonors,HAcceptors,RotB,NumRings,Absorption,Distribution,Metabolism,Excretion,ToxicityFlag,LogP_deepchem,TPSA_deepchem,Absorption_deepchem,Distribution_deepchem,ToxicityFlag_deepchem,Lipinski
C[C@]12C(=O)CC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(O)C(=O)O[C@@]3(C)[C@H]4C[C@]5(C)[C@@H](CO[C@@]16O[C@@]32[C@H]5C6=O)C(=O)O4.[1*]C(=O)C[4*].[4*]C(C)C.[6*]C(N)=O,0.8292682926829268,639.6980000000003,2.5653000000000006,185.58999999999997,2,11,1,8,False,False,True,True,True,,,,,,False
C[C@]12C(=O)CC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(O)C(=O)O[C@@]3(C)[C@H]4C[C@]5(C)[C@@H](CO[C@@]16O[C@@]32[C@H]5C6=O)C(=O)O4.[1*]C(=O)C[4*].[4*]CCC.[6*]C(N)=O,0.8292682926829268,639.6980000000003,2.5653000000000006,185.58999999999997,2,11,2,8,False,False,True,True,True,,,,,,False
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[1*]C(=O)C[4*]C,0.8194444444444444,468.7020000000003,5.615600000000005,58.56,2,4,2,6,False,False,True,False,True,,,,,,True
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[1*]C(=O)C[8*]C,0.8194444444444444,468.7020000000003,5.615600000000005,58.56,2,4,2,6,False,False,True,False,True,,,,,,True
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[15*]C1CN([5*]C)C1,0.8194444444444444,481.7450000000003,5.689800000000006,44.730000000000004,2,4,1,7,False,False,True,False,True,,,,,,True
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[5*]N1CC([15*]C)C1,0.8194444444444444,481.7450000000003,5.689800000000006,44.730000000000004,2,4,1,7,False,False,True,False,True,,,,,,True
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[15*][C@H]1CN[C@H]([13*]C)C1,0.8194444444444444,495.7720000000003,5.778600000000005,53.52,3,4,1,7,False,False,True,False,True,,,,,,True
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[13*][C@@H]1C[C@@H]([15*]C)CN1,0.8194444444444444,495.7720000000003,5.778600000000005,53.52,3,4,1,7,False,False,True,False,True,,,,,,True
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[13*][C@@H]1C[C@@H]([15*])CN1C,0.8194444444444444,494.7640000000003,5.537000000000005,44.730000000000004,2,4,0,7,False,False,True,False,True,,,,,,True
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[13*]C1CCCCNN1,0.8194444444444444,510.7870000000004,5.141800000000005,65.55,4,5,0,7,False,False,True,False,True,,,,,,False
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[1*]C([6*])=O.[11*]S[11*].[16*]c1ccc([16*])cc1,0.8194444444444444,547.8050000000004,5.890900000000005,58.56,2,5,0,7,False,False,True,False,True,,,,,,False
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[11*]S[11*].[16*]c1cccc([16*])c1,0.8194444444444444,519.7950000000003,5.6859000000000055,41.49,2,4,0,7,False,False,True,False,True,,,,,,False
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[1*]C(=O)C[4*].[16*]c1cc([16*])cc([16*])c1,0.8194444444444444,528.7570000000003,4.242200000000003,58.56,2,4,1,7,True,False,True,False,True,,,,,,False
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[15*]C1CC1C.[16*]c1ccccc1,0.8194444444444444,543.8360000000002,7.227100000000008,41.49,2,3,0,8,False,False,True,False,True,,,,,,False
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[16*]c1cc(O)ccc1C,0.8194444444444444,518.7620000000003,5.877120000000007,61.72,3,4,0,7,False,False,True,False,True,,,,,,False
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[16*]c1cc(C)cc(O)c1,0.8194444444444444,518.7620000000003,5.877120000000007,61.72,3,4,0,7,False,False,True,False,True,,,,,,False
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[4*]C(C)C(C)C.[4*]C([4*])C(Cl)(Cl)Cl,0.8194444444444444,614.1620000000001,9.203200000000002,41.49,2,3,1,6,False,False,True,False,True,,,,,,False
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[13*]C1(C)CCCCNN1,0.8194444444444444,524.8140000000004,5.531900000000006,65.55,4,5,0,7,False,False,True,False,True,,,,,,False
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[13*]C1CCCC(C)NN1,0.8194444444444444,524.8140000000004,5.530300000000006,65.55,4,5,0,7,False,False,True,False,True,,,,,,False
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[16*]c1cc([16*])cc([16*]C)c1,0.8194444444444444,501.75500000000034,4.7961000000000045,41.49,2,3,1,7,True,False,True,False,True,,,,,,False
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[16*]c1ccc(O)cc1C,0.8194444444444444,518.7620000000004,5.877120000000005,61.72,3,4,0,7,False,False,True,False,True,,,,,,False
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[16*]c1ccc(OC)cc1,0.8194444444444444,518.7620000000004,5.871700000000006,50.72,2,4,1,7,False,False,True,False,True,,,,,,False
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.C[4*]CCCCCCC,0.8194444444444444,525.8620000000004,8.510100000000007,41.49,2,3,6,6,False,False,True,False,True,,,,,,False
C[C@]12C(=O)CC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(O)C(=O)O[C@@]3(C)[C@H]4C[C@]5(C)[C@@H](CO[C@@]16O[C@@]32[C@H]5C6=O)C(=O)O4.[1*]C(C)=O.[14*]c1ccc([14*])s1.[3*]O[3*],0.8192771084337349,651.7100000000004,1.6681000000000004,151.73,1,12,0,9,False,False,True,True,True,,,,,,False
C[C@]12C(=O)CC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(O)C(=O)O[C@@]3(C)[C@H]4C[C@]5(C)[C@@H](CO[C@@]16O[C@@]32[C@H]5C6=O)C(=O)O4.[16*]c1cccnc1,0.8192771084337349,588.6330000000004,1.8131999999999997,138.32,1,10,0,9,True,False,True,True,True,,,,,,False
C[C@]12C(=O)CC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(O)C(=O)O[C@@]3(C)[C@H]4C[C@]5(C)[C@@H](CO[C@@]16O[C@@]32[C@H]5C6=O)C(=O)O4.[3*]OC.[5*]N1CCOCC1,0.8192771084337349,627.6870000000005,1.437000000000001,147.13,1,12,0,9,False,False,True,True,True,,,,,,False
C[C@]12C(=O)CC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(O)C(=O)O[C@@]3(C)[C@H]4C[C@]5(C)[C@@H](CO[C@@]16O[C@@]32[C@H]5C6=O)C(=O)O4.[16*]c1cccc(C)c1.[16*]c1cccc([16*])c1,0.8192771084337349,677.7700000000003,2.7624200000000014,125.42999999999999,1,9,0,10,True,False,True,True,True,,,,,,False
C[C@]12C(=O)CC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(O)C(=O)O[C@@]3(C)[C@H]4C[C@]5(C)[C@@H](CO[C@@]16O[C@@]32[C@H]5C6=O)C(=O)O4.[4*]CC.[5*]N1CCC([15*])CC1,0.8192771084337349,622.7350000000004,3.4152000000000022,128.67,1,10,0,9,True,False,True,True,True,,,,,,False
C[C@]12C(=O)CC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(O)C(=O)O[C@@]3(C)[C@H]4C[C@]5(C)[C@@H](CO[C@@]16O[C@@]32[C@H]5C6=O)C(=O)O4.[1*]C(=O)C[8*].[5*]NC(=S)C[7*],0.8192771084337349,625.6960000000003,1.9222,154.53,2,11,2,8,False,False,True,True,True,,,,,,False
C[C@]12C(=O)CC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(O)C(=O)O[C@@]3(C)[C@H]4C[C@]5(C)[C@@H](CO[C@@]16O[C@@]32[C@H]5C6=O)C(=O)O4.[13*]C1(C)CCCCNN1,0.8192771084337349,623.7230000000004,2.087000000000002,149.49,3,11,0,9,False,False,True,True,True,,,,,,False
